timestamp,track_id,name,distance
1754995715.270933,54,person_16,1.0619
1754995715.608177,54,person_16,0.8245
1754995715.9397278,54,person_16,0.8462
1754995716.2794647,54,person_16,1.0060
1754995716.5164378,56,person_2,1.1254
1754995716.6945796,54,person_16,0.8046
1754995716.9310384,56,person_2,1.1056
1754995717.1165242,54,person_16,0.9710
1754995717.4313576,54,person_16,0.9179
1754995717.7670467,54,person_16,0.9121
1754995718.0976434,54,person_16,0.7758
1754995718.4362316,54,person_16,0.7990
1754995718.7713223,58,person_9,1.0887
1754995718.8304253,59,person_12,1.1218
1754995719.1679168,58,person_9,1.0347
1754995719.2463393,59,person_13,1.1674
1754995719.5903373,58,person_9,1.0157
1754995719.6625013,59,person_14,1.1741
1754995719.9943905,58,person_9,1.0069
1754995720.0672922,59,person_14,1.1631
1754995720.395501,58,person_9,1.0717
1754995720.4529366,59,person_14,1.1919
1754995720.7948751,58,person_9,1.1108
1754995720.8661735,59,person_13,1.1421
1754995721.19272,58,person_9,1.0620
1754995721.263179,59,person_13,1.1202
1754995721.6009693,58,person_9,0.9774
1754995721.6685865,59,person_13,1.1318
1754995721.9990294,58,person_9,1.0553
1754995722.0712872,59,person_13,1.1766
1754995722.3989434,58,person_9,1.0475
1754995722.4675064,59,person_12,1.1548
1754995722.801317,58,person_0,1.0669
1754995722.8637109,59,person_4,1.1255
1754995723.2063868,58,person_0,1.0670
1754995723.2765067,59,person_12,1.1396
1754995723.6154234,58,person_0,1.1135
1754995723.6832578,59,person_12,1.1470
1754995724.0748043,60,person_14,1.1872
1754995724.144576,61,person_4,1.1918
1754995724.9425597,61,person_10,1.1431
1754995725.3378985,61,person_4,1.1024
1754995725.6742625,60,person_14,1.1950
1754995726.0956068,60,person_14,1.1080
1754995726.1646924,61,person_4,1.1154
1754995726.4986,60,person_14,1.1576
1754995726.5694003,61,person_4,1.1206
1754995726.8955112,60,person_4,1.0636
1754995726.9602435,61,person_4,1.1543
1754995728.2371628,62,person_17,1.0279
1754995728.573752,62,person_17,1.0181
1754995728.9021254,62,person_17,1.1985
1754995729.577859,62,person_13,1.1710
1754995729.9091725,62,person_4,1.1029
1754995730.2393117,62,person_9,0.9892
1754995730.3787904,63,person_14,1.1398
1754995730.6631036,62,person_0,1.1310
1754995731.4837544,62,person_0,1.1781
1754995731.6700609,63,person_4,1.1944
1754995731.8950758,62,person_2,1.0551
1754995732.3168476,62,person_4,1.0946
1754995732.5058599,63,person_14,1.1027
1754995732.7317162,62,person_4,1.0666
1754995732.9316988,63,person_14,1.1515
1754995733.4158964,65,person_13,1.1713
1754995733.4850166,66,person_4,0.7923
1754995733.8080623,64,person_18,0.7849
1754995733.8789687,65,person_13,1.1975
1754995734.8735325,66,person_4,1.0600
1754995735.1349578,71,person_19,0.7920
1754995735.2070954,72,person_4,0.9492
1754995735.5254672,65,person_13,1.1096
1754995735.5935366,71,person_19,0.5501
1754995735.6669562,72,person_4,0.8447
1754995736.0035605,66,person_12,1.1817
1754995736.234439,75,person_14,1.0786
1754995736.397767,77,person_2,1.1869
1754995736.4644814,78,person_4,1.1489
1754995736.5409467,79,person_4,1.0466
1754995736.867148,75,person_14,1.0673
1754995736.9380572,76,person_20,0.6106
1754995737.0069263,77,person_2,1.1275
1754995737.3887336,75,person_14,1.0716
1754995737.447682,76,person_20,0.8186
1754995737.791167,75,person_14,0.9766
1754995737.8625736,76,person_20,0.8315
1754995738.1874626,75,person_14,1.0121
1754995738.2568536,76,person_20,0.9059
1754995738.5909023,75,person_14,1.0122
1754995738.6501558,76,person_20,0.9260
1754995738.8869538,80,person_4,0.9541
1754995739.0709505,75,person_14,1.0007
1754995739.1361527,76,person_20,0.9376
1754995739.3804278,80,person_4,0.9875
1754995739.567023,75,person_14,1.0645
1754995739.6372054,76,person_20,0.9454
1754995739.8651032,80,person_2,1.0549
1754995740.052523,75,person_14,1.0913
1754995740.1241617,76,person_20,1.1492
1754995740.3522117,80,person_2,1.0762
1754995740.538729,75,person_14,1.0591
1754995740.7378352,82,person_12,1.1177
1754995741.0101902,76,person_20,1.1322
1754995741.3458896,76,person_20,1.0680
1754995741.6832547,76,person_20,1.0713
1754995742.0158546,76,person_20,1.1205
1754995742.3492951,76,person_20,1.1126
1754995742.687099,76,person_13,1.1537
1754995742.84846,84,person_4,1.0779
1754995743.2470598,83,person_21,0.8431
1754995743.3177595,84,person_12,1.1058
1754995743.3892496,85,person_4,1.1712
1754995743.7373133,76,person_13,1.1994
1754995743.816605,83,person_21,0.8003
1754995743.8889608,85,person_12,1.1861
1754995743.9613583,84,person_4,1.0044
1754995744.2910645,76,person_13,1.1965
1754995744.360447,83,person_21,0.6721
1754995744.4320462,85,person_8,1.1613
1754995744.5564706,84,person_4,0.9247
1754995744.8510156,76,person_14,1.1916
1754995744.9213922,83,person_21,0.7063
1754995744.994259,85,person_12,1.1117
1754995745.386631,83,person_20,1.1282
1754995745.4583118,85,person_12,1.1057
1754995745.8595486,83,person_20,1.1306
1754995746.2846985,86,person_13,1.0702
1754995746.615716,86,person_13,1.0785
1754995746.9490929,86,person_13,1.1544
1754995747.2862706,86,person_13,1.1560
1754995747.6316364,86,person_13,1.1754
1754995747.7686934,76,person_13,1.1395
1754995748.0115767,87,person_9,1.1377
1754995748.2281156,89,person_12,1.0924
1754995748.361328,76,person_4,1.0806
1754995748.5879936,87,person_9,1.0162
1754995748.737419,89,person_12,0.9977
1754995749.1011403,87,person_9,0.9487
1754995749.2264087,89,person_4,1.0082
1754995749.3404524,76,person_4,1.1212
1754995749.573386,87,person_21,0.8392
1754995749.7131655,89,person_12,0.9573
1754995749.837196,76,person_4,1.0689
1754995750.0646698,87,person_21,0.7671
1754995750.2540898,76,person_4,0.9482
1754995750.4867811,87,person_21,0.8896
1754995750.7624478,90,person_9,1.1370
1754995751.096184,90,person_9,1.0917
1754995751.4400735,90,person_9,1.1136
1754995752.0056703,93,person_4,1.1389
1754995752.1362984,94,person_12,1.1198
1754995752.4928994,92,person_24,0.9288
1754995752.5657792,93,person_2,1.1635
1754995752.6930676,94,person_22,1.1549
1754995752.9756618,91,person_23,1.1985
1754995753.1123426,93,person_2,1.1796
1754995753.2431343,94,person_22,1.0673
1754995753.503985,91,person_8,1.1869
1754995753.651189,93,person_2,1.1955
1754995753.772786,94,person_21,1.1934
1754995754.0402176,91,person_8,1.1926
1754995754.3179808,94,person_22,1.1340
1754995754.4985688,90,person_0,1.1335
1754995754.8323298,90,person_24,1.1797
1754995755.1638372,90,person_24,1.1483
1754995755.5016448,90,person_13,1.1280
1754995755.8338928,90,person_13,1.1356
1754995756.167232,90,person_24,1.1978
1754995756.5018957,90,person_13,1.0908
1754995756.833624,90,person_13,1.1447
1754995757.333569,96,person_4,1.1872
1754995757.4979491,98,person_22,1.1961
1754995757.5707102,99,person_4,1.0544
1754995758.072642,96,person_4,1.0785
1754995758.1359093,97,person_25,0.9859
1754995758.2130387,98,person_12,1.1323
1754995758.3405445,100,person_26,0.3728
1754995758.4255233,102,person_27,0.4331
1754995758.846183,96,person_21,1.1323
1754995758.9200878,97,person_21,0.8949
1754995758.9827669,98,person_12,1.0683
1754995759.0460923,99,person_4,1.0801
1754995759.1248493,100,person_26,0.5040
1754995759.413826,104,person_8,1.0748
1754995759.5485764,96,person_4,1.0190
1754995759.6220732,97,person_21,0.9883
1754995759.6933317,98,person_27,1.1335
1754995759.7626247,100,person_26,0.5465
1754995759.8967395,103,person_28,1.0335
1754995760.119433,104,person_4,1.0418
1754995760.2520385,96,person_4,1.0168
1754995760.3246272,97,person_4,1.0563
1754995760.3980975,98,person_27,1.1319
1754995760.4669666,100,person_26,0.7100
1754995760.6022716,103,person_28,0.9477
1754995760.7330418,102,person_27,0.9717
1754995760.90151,104,person_4,1.0569
1754995761.0301485,96,person_4,1.0882
1754995761.1007414,97,person_4,1.0733
1754995761.1752005,98,person_12,1.1197
1754995761.253924,100,person_26,0.7217
1754995761.3967903,103,person_28,1.0084
1754995761.5330226,102,person_27,0.7303
1754995762.172678,105,person_29,0.7357
1754995762.8396976,105,person_14,1.1697
1754995763.163529,105,person_29,0.9429
1754995763.8274448,105,person_0,1.1757
1754995764.1591036,105,person_13,1.1347
1754995764.4966257,105,person_29,1.1066
1754995764.8293028,105,person_29,1.1281
1754995765.1145213,106,person_4,0.8702
1754995765.2504442,105,person_25,1.0973
1754995765.5357966,106,person_4,0.8890
1754995765.667605,105,person_29,1.1022
1754995765.9615278,106,person_4,0.9504
1754995766.0901904,105,person_14,1.0003
1754995766.372695,107,person_13,1.1863
1754995767.704967,107,person_13,1.1844
1754995768.4896839,108,person_25,1.0702
1754995768.5557451,109,person_4,1.1403
1754995768.8992157,109,person_4,0.9466
1754995769.2268198,109,person_4,1.0570
1754995769.583732,109,person_4,0.9557
1754995769.9214895,109,person_2,1.1916
1754995770.2644145,109,person_4,1.1040
1754995770.548561,111,person_14,1.0580
1754995770.889534,111,person_14,1.0534
1754995771.2203436,111,person_14,1.0358
1754995771.4988022,112,person_4,1.0030
1754995771.618764,111,person_14,1.0515
1754995771.9030712,112,person_4,0.9747
1754995772.0397263,111,person_14,1.0409
1754995772.304315,112,person_4,0.8989
1754995772.4420943,111,person_13,1.1381
1754995772.7734134,111,person_14,1.0898
1754995773.1073737,111,person_14,0.9516
1754995773.4419992,111,person_14,0.9207
1754995773.792546,111,person_14,0.9070
1754995774.27693,113,person_9,1.0507
1754995774.6083298,113,person_9,1.1076
1754995774.9514675,113,person_20,1.1396
1754995775.2860594,113,person_20,1.1786
1754995775.6179295,113,person_14,0.8742
1754995775.950672,113,person_14,0.8429
1754995776.2872198,113,person_14,0.8402
1754995776.6251743,113,person_14,0.9141
1754995776.9031582,115,person_4,0.7920
1754995777.0388117,113,person_14,0.8328
1754995777.3218126,115,person_4,1.1389
1754995777.4573584,113,person_14,0.8986
1754995777.7303739,115,person_20,1.1992
1754995777.8562694,113,person_14,0.9048
1754995778.1467767,115,person_20,1.1450
1754995778.2804105,113,person_14,1.0091
1754995778.559155,115,person_20,1.1717
1754995778.6964939,113,person_14,0.9170
1754995779.0976503,113,person_14,0.9640
1754995779.3873599,115,person_20,1.0822
1754995779.5169003,113,person_14,1.0430
1754995779.8041337,115,person_20,1.1000
1754995779.933348,113,person_14,0.9465
1754995780.2204201,115,person_20,1.0805
1754995780.3529925,113,person_14,1.0361
1754995780.6395676,115,person_21,1.0936
1754995780.7723691,113,person_14,1.1003
1754995781.0587003,115,person_4,1.0594
1754995781.1912148,113,person_14,1.1307
1754995781.470245,115,person_4,1.0882
1754995781.607425,113,person_14,1.1240
1754995781.9417274,113,person_14,1.1751
1754995782.2721317,113,person_14,1.1425
1754995783.6159444,113,person_14,1.1777
1754995783.9536908,113,person_14,1.1719
1754995784.2342963,116,person_21,0.9712
1754995784.3640783,113,person_14,1.1287
1754995784.6356227,116,person_21,0.8752
1754995784.7642136,113,person_29,1.0470
1754995785.0535727,116,person_21,0.8134
1754995785.1648839,113,person_29,1.0476
1754995785.5882843,117,person_29,0.9487
1754995785.659393,118,person_9,1.1372
1754995785.790594,119,person_21,1.0024
1754995786.075672,117,person_29,0.9797
1754995786.148296,118,person_9,1.0866
1754995786.2904074,119,person_13,1.1581
1754995786.5700457,117,person_29,1.0166
1754995786.6500921,118,person_20,1.1334
1754995786.7931192,119,person_4,0.9715
1754995787.0750577,117,person_29,0.9495
1754995787.1379163,118,person_0,1.1176
1754995787.2863784,119,person_4,0.9255
1754995787.5643253,117,person_4,1.1026
1754995787.6396086,118,person_25,1.1202
1754995787.7801976,119,person_4,0.8868
1754995788.0600832,117,person_0,1.1503
1754995788.1391344,118,person_21,1.0176
1754995788.5516877,118,person_21,0.9961
1754995789.185216,120,person_30,1.0927
1754995789.5139043,120,person_30,1.0669
1754995789.8495116,120,person_30,0.9770
1754995790.183488,120,person_30,1.0676
1754995790.5245438,120,person_30,1.0067
1754995790.852652,120,person_13,1.0960
1754995791.3411446,122,person_14,1.1362
1754995791.414029,123,person_20,0.9019
1754995791.823066,122,person_14,1.0593
1754995791.8996546,123,person_20,0.8883
1754995792.2244694,122,person_29,1.1621
1754995792.3048484,123,person_20,0.9424
1754995792.6325412,122,person_14,1.0516
1754995792.6900475,123,person_20,1.0077
1754995793.0269637,125,person_25,1.0540
1754995793.1040823,126,person_4,1.0956
1754995793.5116372,125,person_25,1.1213
1754995793.5771656,126,person_4,1.0667
1754995793.6626823,127,person_32,1.0431
1754995794.0875263,125,person_18,1.1247
1754995794.156468,126,person_4,0.9234
1754995794.2249396,127,person_12,1.1277
1754995794.4215975,128,person_33,0.9372
1754995794.6611547,125,person_4,1.0658
1754995794.729645,126,person_4,1.0384
1754995794.7927728,127,person_12,1.1838
1754995794.9957085,128,person_33,0.8182
1754995795.2171752,125,person_4,0.9651
1754995795.300443,126,person_4,0.9860
1754995795.3742642,127,person_12,1.1305
1754995795.55823,128,person_33,0.8447
1754995795.8029609,125,person_4,1.0641
1754995795.8840714,126,person_4,1.0904
1754995796.1713915,128,person_33,1.0999
1754995796.3109493,125,person_4,1.1345
1754995796.3854115,126,person_4,1.0349
1754995796.6737602,128,person_33,1.0405
1754995796.8148963,125,person_4,1.0246
1754995796.892375,126,person_4,1.1216
1754995797.1743808,130,person_14,1.1364
1754995797.2567878,131,person_20,0.9674
1754995797.5890381,130,person_14,1.1095
1754995797.657555,131,person_20,1.0027
1754995797.994627,130,person_14,1.0836
1754995798.0712645,131,person_20,1.1555
1754995798.3947544,130,person_14,1.0005
1754995798.4764097,131,person_21,1.1672
1754995798.8177834,130,person_14,1.0259
1754995798.8883164,131,person_4,1.1761
1754995799.2211382,130,person_1,1.1628
1754995799.2948494,131,person_4,1.1416
1754995800.4470315,132,person_14,1.1688
1754995800.770976,132,person_14,1.0237
1754995801.8520043,134,person_35,0.9761
1754995802.1810982,134,person_35,0.9372
1754995802.7646587,136,person_22,1.0456
1754995803.4020703,137,person_35,0.9848
1754995803.5884407,138,person_8,1.1332
1754995803.6574683,134,person_35,0.9662
1754995803.9369264,139,person_4,1.1218
1754995804.4166255,140,person_21,1.0952
1754995804.5563636,141,person_4,1.0610
1754995804.7443817,142,person_4,0.9505
1754995804.9263978,140,person_21,1.1343
1754995805.0346744,141,person_4,1.0770
1754995805.4096024,140,person_4,1.0849
1754995805.5371912,141,person_4,1.1098
1754995805.7043166,142,person_25,1.1074
1754995805.8928812,140,person_21,1.0191
1754995806.1288378,142,person_4,1.1291
1754995806.3158236,140,person_29,1.1725
1754995806.5406375,142,person_4,1.0265
1754995806.7388096,140,person_13,1.0868
1754995806.9798963,142,person_4,1.0571
1754995807.170234,140,person_21,1.0913
1754995807.4005327,142,person_4,0.9970
1754995807.5327618,144,person_8,1.1963
1754995807.665523,140,person_21,1.0638
1754995807.9055095,142,person_4,1.0130
1754995808.0409064,144,person_27,1.1885
1754995808.1873956,140,person_4,1.1384
1754995808.3750048,146,person_22,1.1634
1754995808.4968202,142,person_4,1.0246
1754995808.6419256,144,person_0,1.1319
1754995809.0327506,148,person_30,1.1239
1754995809.3707526,147,person_19,1.1169
1754995809.7728481,147,person_4,1.0940
1754995810.1701279,147,person_4,1.1067
1754995810.2448583,148,person_0,1.1675
1754995810.5769234,147,person_4,1.1551
1754995810.6432354,148,person_0,1.0540
1754995810.9741821,147,person_4,1.0788
1754995811.3949,147,person_4,1.1925
1754995811.7315392,147,person_4,1.1066
1754995812.1139464,152,person_14,1.1678
1754995812.183623,153,person_5,1.1181
1754995812.369956,154,person_31,1.1490
1754995812.6036353,152,person_14,1.1175
1754995812.6719813,153,person_31,1.0795
1754995812.8551776,154,person_11,1.1106
1754995813.0972075,152,person_14,1.0920
1754995813.1746285,153,person_13,1.1917
1754995813.3511195,154,person_24,1.1830
1754995813.5400336,155,person_4,1.0327
1754995813.6772947,152,person_14,0.9634
1754995813.7560513,153,person_31,1.1062
1754995813.9415483,154,person_28,1.1057
1754995814.1248193,155,person_4,1.0994
1754995814.250293,152,person_14,1.0080
1754995814.3162496,153,person_5,1.1577
1754995814.5278726,154,person_22,1.1416
1754995814.712812,155,person_4,1.0352
1754995814.8495178,152,person_14,0.9408
1754995814.9277484,153,person_5,1.1926
1754995815.106233,154,person_4,1.0518
1754995815.287356,155,person_4,1.0808
1754995815.430452,152,person_14,0.9738
1754995815.6892576,154,person_24,1.1263
1754995815.8743572,155,person_4,0.9696
1754995816.0198371,152,person_14,1.1114
1754995816.2788956,154,person_12,1.1444
1754995816.4659584,155,person_4,0.9735
