timestamp,track_id,name,distance
1754995669.3753908,5,person_2,1.1429
1754995669.809789,1,person_0,0.3218
1754995669.877644,2,person_1,0.7381
1754995669.9467173,3,person_4,0.9461
1754995670.0158834,4,person_3,0.2661
1754995670.0864897,5,person_2,1.0671
1754995670.4199104,1,person_0,0.4894
1754995670.492566,2,person_1,0.7557
1754995670.5463595,3,person_2,1.0237
1754995670.6131318,4,person_3,0.8090
1754995670.680116,5,person_4,1.1209
1754995671.0148811,1,person_0,0.6930
1754995671.0803869,2,person_1,0.8181
1754995671.1599185,3,person_2,0.9407
1754995671.2235992,4,person_3,0.9447
1754995671.5534632,1,person_0,0.7730
1754995671.6223688,2,person_1,0.8199
1754995671.693597,3,person_2,0.9948
1754995671.8179154,5,person_2,1.0352
1754995672.1022837,1,person_0,0.8377
1754995672.18748,2,person_1,0.7893
1754995672.2532742,3,person_4,1.0478
1754995672.3803387,5,person_4,1.1110
1754995672.659588,1,person_0,0.8377
1754995672.7271984,2,person_1,0.8626
1754995672.8551176,5,person_4,1.1059
1754995672.9852333,3,person_2,0.9905
1754995673.3070111,7,person_4,1.1906
1754995673.5696757,10,person_4,1.0998
1754995673.6414735,11,person_4,0.9111
1754995673.700783,12,person_4,1.1323
1754995674.0261672,7,person_4,1.1561
1754995674.1050155,8,person_5,0.2656
1754995674.178768,9,person_6,0.9470
1754995674.2476118,10,person_4,1.0619
1754995674.3175216,11,person_4,0.9342
1754995674.7281501,7,person_4,1.1216
1754995674.7936387,8,person_5,0.3851
1754995674.87483,9,person_6,0.8782
1754995674.943711,10,person_4,1.0320
1754995675.0144653,11,person_4,0.9808
1754995675.2133746,13,person_7,0.6907
1754995675.5120249,8,person_5,0.2520
1754995675.5907238,9,person_6,0.9400
1754995675.653859,10,person_4,1.0466
1754995675.7329936,11,person_4,0.9723
1754995675.9160829,13,person_7,0.9023
1754995676.3287094,8,person_5,0.4668
1754995676.3955605,9,person_6,0.9700
1754995676.4681647,10,person_4,1.0604
1754995676.5390298,11,person_4,0.9447
1754995676.7259276,13,person_7,0.8320
1754995676.9594555,7,person_0,1.1797
1754995677.0274734,8,person_5,0.4971
1754995677.0996056,9,person_6,0.9629
1754995677.1707304,11,person_4,1.0094
1754995677.337335,13,person_7,0.8662
1754995677.643153,8,person_5,0.5019
1754995677.7147634,9,person_6,1.1543
1754995677.7838845,11,person_4,1.0733
1754995677.9633474,13,person_7,0.8447
1754995678.0310378,10,person_4,1.0672
1754995678.2579553,7,person_1,1.1980
1754995678.3228366,8,person_5,0.6542
1754995678.4079337,9,person_2,1.0419
1754995678.479062,11,person_4,1.0532
1754995678.666118,13,person_7,0.9425
1754995678.7361536,10,person_4,1.0095
1754995679.0303805,8,person_5,0.6653
1754995679.0995028,9,person_2,1.0787
1754995679.1723897,11,person_2,1.0928
1754995679.3505878,13,person_7,0.9135
1754995679.4092705,10,person_4,0.9985
1754995679.8409207,16,person_2,1.1346
1754995679.894628,17,person_3,1.1810
1754995679.973393,18,person_5,1.1210
1754995680.052406,19,person_4,0.8417
1754995680.1158414,20,person_6,1.1670
1754995680.1790667,21,person_4,1.0134
1754995680.6199994,15,person_9,0.6988
1754995680.6799457,16,person_2,1.1542
1754995680.7626793,17,person_4,1.0969
1754995680.8306339,18,person_5,1.1083
1754995680.899762,19,person_4,0.8370
1754995680.969008,20,person_6,1.1831
1754995681.0431626,21,person_4,0.9648
1754995681.1164913,23,person_2,1.1514
1754995681.3783593,22,person_10,1.0636
1754995681.449601,25,person_4,1.1521
1754995681.6715536,15,person_9,0.9761
1754995681.7366655,16,person_2,1.0691
1754995681.8134935,17,person_4,0.8720
1754995681.9529061,19,person_4,0.8916
1754995682.0883753,21,person_4,0.9820
1754995682.1586025,23,person_4,1.1501
1754995682.2304103,24,person_11,0.7958
1754995682.4123864,22,person_10,1.1533
1754995682.4699805,25,person_8,1.0818
1754995682.712901,15,person_9,1.0427
1754995682.7831964,16,person_2,1.1285
1754995682.8540647,19,person_4,1.0075
1754995682.9254062,20,person_6,1.1526
1754995682.9905305,21,person_4,0.9630
1754995683.0611467,23,person_4,1.1267
1754995683.1282616,24,person_11,1.1193
1754995683.525814,15,person_9,1.0267
1754995683.5914404,16,person_2,1.0961
1754995683.672408,19,person_4,0.8436
1754995683.7338386,20,person_6,1.1415
1754995683.7969985,21,person_4,0.9845
1754995683.8765607,23,person_4,1.1174
1754995683.9398015,24,person_11,1.1991
1754995684.018982,26,person_4,1.0421
1754995684.4356868,15,person_9,1.0252
1754995684.505699,16,person_2,1.1024
1754995684.5765622,20,person_6,1.1353
1754995684.6457067,21,person_4,0.9895
1754995684.7143188,23,person_4,1.0901
1754995684.8522997,26,person_4,1.0512
1754995685.2056665,28,person_4,1.1156
1754995685.331952,15,person_9,0.9934
1754995685.3976223,16,person_4,0.9173
1754995685.4725068,20,person_8,1.1093
1754995685.5427866,21,person_4,1.0147
1754995685.6148005,23,person_4,1.1282
1754995685.758522,26,person_4,1.0084
1754995686.0064056,29,person_4,1.0169
1754995686.2757502,28,person_4,1.0662
1754995686.401839,15,person_9,0.9678
1754995686.471812,20,person_2,1.0464
1754995686.5435123,21,person_4,1.0004
1754995686.8535156,29,person_4,0.9059
1754995686.9999702,30,person_12,0.5536
1754995687.1238594,28,person_4,1.1551
1754995687.2485116,15,person_9,1.0731
1754995687.3043523,20,person_6,1.0947
1754995687.3897903,21,person_4,1.0157
1754995687.7123635,29,person_4,0.9157
1754995687.823383,30,person_12,0.7588
1754995687.9057677,31,person_4,0.9167
1754995688.0350513,28,person_4,0.8161
1754995688.15892,15,person_9,1.0581
1754995688.2226152,20,person_6,1.0772
1754995688.2860196,21,person_4,1.0981
1754995688.3691041,23,person_6,1.1278
1754995688.6680167,30,person_12,0.5736
1754995688.8486001,15,person_9,1.0876
1754995688.919852,20,person_2,1.0996
1754995688.9895191,21,person_4,1.0637
1754995689.0592837,23,person_6,1.1557
1754995689.346804,30,person_12,0.9280
1754995689.4841082,26,person_4,0.9781
1754995689.610021,15,person_9,1.0144
1754995689.6776586,20,person_12,1.0817
1754995689.749098,21,person_4,1.1026
1754995689.8180616,23,person_6,1.1198
1754995690.1231332,30,person_12,0.9860
1754995690.2559462,16,person_8,1.1076
1754995690.3769782,15,person_9,1.0256
1754995690.447398,20,person_6,1.1367
1754995690.515941,21,person_4,1.0253
1754995690.5891533,23,person_6,1.1110
1754995690.8973968,30,person_12,0.8986
1754995691.0244179,16,person_0,1.1895
1754995691.094145,31,person_4,1.0168
1754995691.2185028,15,person_9,1.0624
1754995691.286985,20,person_6,1.0493
1754995691.357289,21,person_4,1.0491
1754995691.426309,23,person_6,1.1208
1754995691.6199865,26,person_4,0.8539
1754995691.810594,30,person_12,0.9263
1754995691.9379444,16,person_0,1.1549
1754995691.9908636,31,person_4,0.8610
1754995692.1221724,15,person_9,1.0126
1754995692.2051442,20,person_6,1.1977
1754995692.2762785,23,person_6,1.1012
1754995692.479661,26,person_4,1.0284
1754995692.6661663,30,person_12,0.7594
1754995692.7918465,16,person_0,1.1654
1754995692.8619318,31,person_4,1.0538
1754995692.9913788,15,person_9,0.9746
1754995693.0609794,20,person_4,1.0346
1754995693.1321187,23,person_6,1.1132
1754995693.3310204,26,person_4,0.8615
1754995693.443267,33,person_2,1.1460
1754995693.5735612,30,person_12,0.9625
1754995693.6949692,16,person_4,1.1138
1754995693.7614486,31,person_4,0.8649
1754995693.895692,15,person_9,1.0429
1754995693.9687464,20,person_12,1.1095
1754995694.0413632,23,person_6,1.1489
1754995694.280144,33,person_4,1.1122
1754995694.4734545,16,person_4,1.0812
1754995694.544243,31,person_4,0.8481
1754995694.6775506,24,person_4,1.0532
1754995694.9075563,34,person_2,1.0850
1754995695.093751,24,person_4,1.1493
1754995695.318732,34,person_4,1.1385
1754995695.4561088,36,person_4,0.8221
1754995695.5851936,24,person_4,1.1311
1754995695.9371858,36,person_4,0.8481
1754995696.0691266,24,person_4,1.0845
1754995696.4767523,24,person_4,1.0879
1754995696.8951063,24,person_4,1.1571
1754995697.316626,24,person_4,1.1507
1754995697.54523,34,person_4,1.0580
1754995698.9990766,38,person_4,1.1140
1754995699.3320374,37,person_13,0.4855
1754995699.4028857,38,person_4,1.0827
1754995699.7166839,37,person_13,0.7213
1754995699.799573,38,person_4,1.1235
1754995700.1343944,37,person_13,1.0611
1754995700.1998615,38,person_4,1.0712
1754995700.5399215,37,person_13,0.8088
1754995700.8694675,37,person_13,1.0933
1754995701.3356268,38,person_4,1.1329
1754995701.7198012,41,person_4,1.1803
1754995702.0537982,40,person_14,0.5926
1754995702.1226654,41,person_4,1.1724
1754995702.45927,40,person_0,1.1711
1754995702.524628,41,person_4,0.9494
1754995702.8627646,40,person_14,1.0937
1754995702.9310622,41,person_4,1.1211
1754995703.2453122,40,person_14,0.8536
1754995703.3134415,41,person_4,1.1020
1754995703.6478503,40,person_14,0.8187
1754995703.7804122,41,person_4,0.9754
1754995704.0699935,40,person_14,0.7914
1754995704.2007425,41,person_4,1.0491
1754995704.4866648,40,person_14,1.1466
1754995704.918432,43,person_13,1.1609
1754995704.9889674,44,person_3,1.1474
1754995705.0561042,45,person_6,1.1611
1754995705.1249743,46,person_8,1.0129
1754995705.1953816,47,person_4,1.0310
1754995705.520651,43,person_13,1.1801
1754995705.5935516,44,person_3,1.1389
1754995705.7350461,47,person_4,1.0985
1754995706.054917,43,person_13,1.1898
1754995706.1241748,44,person_3,1.1862
1754995706.265635,47,person_4,1.1154
1754995706.4388855,46,person_8,0.9966
1754995706.6786954,43,person_13,1.1943
1754995706.7476351,44,person_3,1.1998
1754995706.8896549,47,person_4,1.1209
1754995707.063628,46,person_0,1.0585
1754995707.4481838,51,person_14,1.1335
1754995707.7378743,53,person_4,1.0835
1754995707.9609344,51,person_14,0.9694
1754995708.0306706,52,person_15,0.6702
1754995708.2199905,53,person_2,1.1633
1754995708.4477627,51,person_14,0.8497
1754995708.5191429,52,person_15,0.8719
1754995708.7051606,53,person_4,1.1344
1754995708.937202,51,person_14,0.8249
1754995709.0019763,52,person_15,0.8614
1754995709.186111,53,person_8,1.1165
1754995709.4171004,51,person_14,0.8131
1754995709.4887471,52,person_15,0.9428
1754995709.6742966,53,person_4,1.0957
1754995709.9057932,51,person_14,0.8317
1754995709.975609,52,person_15,1.0389
1754995710.3075235,51,person_14,0.8256
1754995710.3790581,52,person_15,1.0291
1754995710.560637,53,person_4,1.1358
1754995710.7934325,51,person_14,0.8301
1754995710.8598342,52,person_15,1.0118
1754995711.039835,53,person_0,1.1820
1754995711.2726142,51,person_14,0.8496
1754995711.3424873,52,person_15,0.9937
1754995711.5311565,53,person_2,1.1436
1754995711.7681823,51,person_14,0.8567
1754995711.8395774,52,person_15,0.9753
1754995712.0142615,53,person_4,1.1500
1754995712.25261,51,person_14,0.8647
1754995712.3087964,52,person_15,0.9836
1754995712.498749,53,person_4,1.0282
1754995712.7325287,51,person_14,0.9050
1754995712.8018763,52,person_15,0.9594
1754995713.3334744,55,person_0,1.1297
1754995713.6654785,54,person_16,0.3209
1754995713.7301698,55,person_0,1.0893
1754995714.0664873,54,person_16,0.6311
1754995714.13511,55,person_0,1.0047
1754995714.4798224,54,person_16,1.0074
1754995714.5500784,55,person_0,1.1644
1754995714.869476,54,person_16,0.8497
